name,risk,lat,lng
"Fifith Creek Rise Retirement Village","very high",-34.8737815,138.697455
"Greenhill","extreme",-34.9498323,138.680718
"Summertown Settlement","extreme",-34.9580739,138.711162
"Uraidla","extreme",-34.9617613,138.7489838
"Norton Summit Settlement","extreme",-34.9285998,138.7394213
"Nuriootpa Commercial Area","medium",-34.4660674,138.9987459
"The Vines Retirement Village","medium",-34.4649231,138.9893975
"Woodforde Settlement","very high",-34.9046952,138.6889262
"Basket Range Settlement","extreme",-34.9504516,138.7567119
"Lobethal Settlement","very high",-34.9059502,138.8741664
"Lobethal Light Industrial Area","high",-34.8901851,138.8859304
"Charleston Settlement","high",-34.9122697,138.9054273
"Gumeracha Settlement","extreme",-34.8228275,138.8857161
"Forreston Settlement","high",-34.797374,138.9011031
"Birdwood Settlement","high",-34.8204406,138.9539469
"Kersbrook Settlement","very high",-34.7842025,138.8506748
"Upper Hermitage Settlement","extreme",55.9672805,-3.1640739
"Inglewood Settlement","extreme",-34.8221741,138.7342381
"Houghton Settlement","extreme",-34.8328627,138.7560591
"Teringie Settlement","extreme",-34.9103809,138.696401
"Lower Teringie","extreme",-34.9103809,138.696401
"Rostrevor Settlement","very high",-34.8939333,138.6958057
"Independent Living Noarlunga","medium",-35.1684385,138.5015745
"Walker Ave","extreme",-35.0316722,138.7164041
"Ironbank Settlement","extreme",-35.0452959,138.7015736
"Oakbank","high",-34.9715029,138.8626547
"Emmett Rd","extreme",-34.9900109,138.6824177
"Balhannah","high",-35.0029669,138.8091565
"Upper Sturt","extreme",-35.0239211,138.6669804
"Crafers West","extreme",-34.9916249,138.6947036
"Stirling","extreme",-31.8945579,115.8050873
"Heathfield","extreme",-35.0332093,138.7264801
"Aldgate","extreme",51.5142477,-0.0757185
"Paracombe","extreme",-34.8326674,138.7835681
"Bridgewater","extreme",41.984882,-70.965356
"Mylor","extreme",53.3605463,-1.5160558
"Ashton","extreme",-34.9388129,138.739506
"Montacute","extreme",-34.8874704,138.7126122
"Cudlee Creek","extreme",-34.8442429,138.8146447
"Deviation Rd","very high",-34.9538662,138.7813682
"Carey Gully","very high",-34.9710936,138.7788152
"Piccadilly","extreme",-34.9943679,138.7168116
"Scott Creek Rd","very high",-35.0498721,138.7107145
"Bradbury","very high",-35.0610389,138.7176167
"Ironbank","very high",-35.0351423,138.6756247
"Angle Vale Rd, Angle Vale","very high",-34.6451466,138.6178625
"Main Rd West, Blackwood","low",39.799232,-75.0641697821179
"Caroline & Gloucester Ave, Belair","extreme",-35.0038423,138.6107131
"Waterfall Gully Rd, Waterfall Gully","extreme",-34.9540529,138.672532
"Barossa Village","high",-34.4719877,139.0071276
"Hahndorf North","extreme",-35.033823,138.8137141
"Evanston South","very high",-34.6207778,138.7324489
"Evanston Park","very high",42.0483333,-87.6977777
"Spring Wood","very high",54.372262,-2.9969939
"Range Rd Sth, Houghton","extreme",50.8944706,-0.5531578
"Paracombe","very high",-34.8472643,138.7460428
"Golden Grove","very high",-34.7859157,138.7166857
"Athelstone","high",-34.86298,138.7153963
"Blewitt Springs","extreme",-35.1786378,138.5974515
"Cherry Gardens","very high",-35.0635056,138.6517284
"Kangarilla","very high",-35.1277887,138.6507072
"Chandlers Hill","very high",-35.0805051,138.6179378
"Coromandel East","very high",-35.0438007,138.6509207
"Onkaparinga Hills","very high",43.2182388,-70.8804432
"Woodcroft","very high",-35.1020489,138.5852694
"Barossa Goldfields","extreme",-36.9861544,143.6276118
"Rosedale","high",40.4686734,-75.3948731
"Williamstown","extreme",-34.65309,138.8633949
"Williamstown","high",-34.644137,138.8625997
"Altona","very high",53.5624127,9.9616853
"Rowland Flat","high",-34.5741383,138.9323381
"Krondorf","medium",-34.5579841,138.9630048
"Bethany","medium",39.3836773,-84.3638036
"Tanunda","low",-34.5057245,138.9816228
"Angaston","high",-34.5176503,139.0453284
"Angaston","high",47.2313229,-122.4709088
"Angaston","high",-34.5002141,139.0450603
"Angaston","high",-34.4687332,139.083536
"Angaston","very high",-34.4976217,139.0558124
"Angaston","medium",-34.5120267,139.0591938
"Moculta","high",-34.5039707,139.1032692
"Angastson","medium",-34.4989792,139.0497661
"Angaston","medium",41.715082,-71.4398649
"Angaston","high",-34.5062183,139.0525118
"Nuriootpa","high",-34.4819688,138.9932943
"Nuriootpa","low",-34.4769847,138.9968492
"Nuriootpa","high",-34.4753844,138.9910414
"Nuriootpa","low",-34.4718934,138.977917
"Nuriootpa","medium",-34.4414143,138.9727709
"Nuriootpa","very high",-34.4605528,138.9939204
"Nuriootpa","medium",-34.463658,139.0027944
"Nuriootpa","high",-34.4638314,139.0058812
"Tanunda","high",-34.5284888,138.9576182
"Industrial Area","high",-34.5242478,138.9608798
"Tanunda","low",-34.5082032,138.970626
"Mount Pleasant","medium",-34.7727342,139.0512855
"Industrial Area","low",-34.4993275,139.0246667
"Angaston","extreme",-34.5513053,139.0174543
"Mount Crawford","high",48.4108369,-115.5156664
"Clark Rd & Northside Court, Evanston Gardens","high",-34.6265692,138.7244095
"Blackwood (south)","low",39.799232,-75.0641697821179
"Nora Creina Rd, Robe","low",-37.1893792,139.7940401
"Robe (NE)","low",-37.1631291,139.7884391
