AssetID,AssetName,AssetLocat,Risk
1350013,Black Hill DEWNR Worksite,Mary Vale Rd Athelstone,Low
2170011,Newmans Nursery Ruins,Water Gully Track Anstey Hill Vista,N/A
1530129,Pines 1&2 picnic area,Pines Oval Rd Belair National Park,Medium
1770022,Almanda Mines cultural area Dorset Vale Rd,Scott Creek Conservation Pk Dorset Vale,N/A
1530130,Government Farm 1&2 picnic area,Queens Jubilee Dr Belair Conservation Park,Very High
1530131,Adventure Playground,The Valley Dr Belair National Park,Medium
1530132,Joseph Fisher shelter and picnic area,The Valley Dr Belair National Park,Very High
1530133,Gums Oval picnic area,Queens Jubilee Dr,Very High
1150248,Water tanks servicing Mount Lofty Botanic Gardens,"Hills Face Zone, Mount Lofty Ranges",Medium
1150249,DEWNR Mount Lofty Botanic Gardens Office and Lunch Room,"Hills Face Zone, Mt Lofty Ranges",Extreme
1570040,Old Managers House (ruins),"Hills Face Zone, Mt Lofty Ranges",Medium
1570041,Old Managers Cottage,"Hills Face Zone, Mt Lofty Ranges",Very High
1150250,Mt Lofty Botanic Gardens Nursery,"Hills Face Zone, Mt Lofty Ranges",Medium
1150251,Mt Lofty Botanic Garden Sheds,"Hills Face Zone, Mt Lofty Ranges",Extreme
1130255,DEWNR Park House,"Hills Face Zone, mt Lofty Ranges",Very High
1530138,DEWNR Park House (Belair Lodge),N boundary Belair NP - Sir Edwin Ave,Very High
2170012,Rumps Bakery & Ellis Cottage,"Hills Face Zone, Mt Lofty Ranges",Low
1530139,DEWNR Park House (Waverley Lodge),"Hills Face Zone, Mt Lofty Ranges",Very High
1530137,"Belair NP - Curators Residence, Walnut Paddock Picnic Area and Commissioners Shack","Belair National Park, Mt Lofty Ranges",Very High
1830147,Wirra Picnic Area,"Hills Face Zone, Mt Lofty Ranges",Extreme
1830148,DEWNR Park Houses (Tipperary Lodge and House No 2) + water tanks,"South Parra, Mt Lofty Ranges",Very High
6750143,Safries Meter Station,"Riddoch Hwy, Penola",High
6750144,Nangwarry Meter Station,"Kalangadoo-Nangwarry Rd, Nangwarry",Very High
4850092,Mt Gambier Meter Station & Mainline Valve,"Nick Lyon Rd, Suttontown",High
6750145,Glencoe Junction - Meter Station & Mainline Valves,"Kalangadoo Rd, Glencoe",Medium
6750146,Nangwarry RS - Meter Station,"Koorine Rd, Kalangadoo",High
6750147,Katnook Plant - Meter Station & Mainline Vale,"Argyle Rd, Monbulla",Medium
6750148,Apcel Meter Station & Mainline Valve,"Tantanoola Access Rd, Millicent",Medium
1150254,GWSC - Header Tank and Electrics,Yanagin Rd Greenhill,Very High
1150255,GWSC - Bore Pump Mains Power Supply,Yarrrabee Rd Greenhill,Extreme
1150256,GWSC - Bore Pump,99 Yarabee Rd Green Hill,Extreme
6750149,Mayura Station,"Canunda Frontage Rd, Millicent",Very High
6730076,Penola Golf Course,"Krongart Rd, Penola",Medium
3250096,NRMSE Office Naracoorte,"Smith St, Naracoorte",High
3850106,NRMSE Office Keith,"Stirling Rd, Keith",Low
6770017,Furner Community Hall,"Furner-Lucindale Rd, Furner",Low
6770011,Furner Cricket Club,"Furner-Lucindale Rd, Furner",Low
6770014,Rendelsham Community Hall,"Nilsson St, Rendelsham",Low
6770021,Rendelsham Cricket Club,"Julia Moore St, Rendelsham",Medium
6770012,Kalangadoo Railway Station,"Railway Tce, Kalagadoo",Medium
6770013,Kalangadoo Cemetery,"Cemetery Rd, Kalangadoo",Medium
6770022,Old Penola Railway Station House,"Clarke St, Penola",Low
6730077,Penola Oval and Showground,"Portland St, Penola",Low
6770018,Old Penola Cemetery,"Old Cemetery Rd, Penola",N/A
6770015,Penola Cemetery,"Riddoch Hwy, Penola",Low
6770019,Tantanoola Cemetery,"Kennedy Rd, Tantanoola",High
6770016,Millicent Cemetery,"Princes Hwy, Millicent",Low
6770020,Furner Cemetery,"Cliffords Rd, Furner",Very High
6770023,Beachport Cemetery,"Admella Dr, Beachport",Medium
6770024,Rendelsham Cemetery,"McCall Rd, Rendelsham",High
1350014,Wildflower Garden Toilets and Picnic Area,"Addison Ave, Athelstone",High
1150257,Morialta First Falls Toilets/Trail Head,Morialta,Extreme
1130256,DEWNR Park House (Weir Masters Lodge),"Gorge Rd, Highbury",Medium
1730282,Flagstaff Hill Scout Hall,"Marriyerli Trk, Flagstaff Hill",Very High
1530140,DEWNR Park House (Upper Sturt),"Upper Sturt Rd, Upper Sturt",Very High
3250098,Naracoorte Caves - Depot,"Hynam Rd, Naracoorte",Low
3230052,DEWNR Park House (Naracoorte Caves),"Hynam Rd, Naracoorte",Low
2730021,Riding for the Disabled - OHalloran Hill,"Majors Rd, OHalloran Hill",Low
1170034,ARTC Ambleside Historic Farm Residence,"74 Beaumonts Rd, Verdun",Very High
3850107,Substation (Black Range),"Playford Rd, Willalooka",Medium
5970015,Koppio Smithy Museum,"Koppio Rd, Koppio",Extreme
5170030,Poonindie Old Mission,"1528C Lincoln Hwy, Poonindie",Low
3870005,Clayton Farm Heritage Museum,"Clayton Farm Trk, Bordertown",Extreme
5150152,Coffin Bay Industrial Area,"S. of Shepperd Ave, Coffin Bay",Very High
5150153,Cummins Industrial Area,"Secker Crt and Hayman Dr, Cummins",High
5150154,Substation Electrical,"Bratten Way, Cummins",Medium
5150155,Wanilla Forest,"Between Forest Rd, Flinders and Tod Hwy^s, Fountain",Extreme
3850076,Bordertown Industrial Estate,"Meatworks Rd and Cannawigara Rd, Bordertown",Medium
5150157,Oyster Growers,"Hull Rd, Little Douglas",High
5150158,Oyster Farmers,"Kellidie Bay Rd, Kellidie Bay",High
5150159,Oyster Farmers,"Kellidie Bay Rd, Kellidie Bay",High
5150160,Abalone Farm - Hedge River,"Neideck Rd, Louth Bay",High
5150161,Abalone Farm,"1976 Lincoln Hwy, Louth Bay",High
5150162,Port Lincoln Airport,"Lincoln Hwy, Port Lincoln",Low
5150163,Abstranxion Abalone Farm,"Sullivan Dr, Point Boston",Medium
5150164,SA Mari Culture Abalone Farm,"Sullivan Dr, Point Boston",Medium
5150165,Substation Electrical,"147 Pound Ln, Boston",Low
3250066,Industrial Area,"Smith St, Naracoorte",High
3850058,Commercial Area Padthaway,"Beeamma-Parsons Rd, Padthaway",Very High
3850059,Keith Industrial Area,Keith,Medium
3850060,Bordertown,"Dukes Hwy, Bordertown",Very High
3850061,Commercial area,"Service Rd East, Bordertown",High
2550023,Robe Industrial Area,"Robe St, Robe",Low
2550024,Industrial Area 2 Robe,"Denton Drive, Robe",Low
6750079,Penola Industrial Area,"Ellen St, Penola",Low
6750093,Forestry SA Nursery,"Between Bluff Rd, Mile Hill Rd and Ryans Rd, Glencoe",Extreme
6750094,Kimberly Clarke,"Princes Hwy, Snuggery",Medium
5130053,Coffin Bay,"E. of Penny Ln, Coffin Bay",High
5130054,Coffin Bay,"E. of Coffin Bay Rd and W. of Penny Ln, Coffin Bay",Medium
5130055,Cummins,"East Tce, Cummins",Low
5130056,Cummins,"N. of Warrow Rd, Tumby Bay Rd, and W. of Hinton St, Cummins",Medium
5130057,Cummins,"S. of Siviour St and W. of Solly Tce, Cummins",High
5130058,Cummins,"S. of Roe St, N. of Mortlock St and E. of Ford St, Cummins",Low
5130059,Cummins,"N. of Tumby Bay Rd, Cummins",Low
5130060,Port Lincoln,"S. of Haigh Dr and including Roberts Rd and Tiatukia Dr, Boston",Very High
5130061,Wanilla,"Tod Hwy, Wanilla",High
5130063,Coffin Bay,"S. of Esplande, W.of Haggarty St, N. of Shepperd Drv and E. of Lear St, Coffin Bay",Medium
5130067,Coffin Bay,"E. of Giles Rd, W. of Limestone Ln and S. of Grimm Rd, Coffin Bay",High
5130070,Coffin Bay,"Pelican Crt, Coffin Bay",Low
5130072,Coffin Bay,"Paradise Crt, Coffin Bay",High
5130073,Coffin Bay Caravan Park,"91 Esplanade, Coffin Bay",Medium
5130074,Coffin Bay,"E. of the Cnr of Esplande and Giles Rd, Coffin Bay",Low
5130075,Mount Dutton Bay,"E. Broccabruna Dr and N. and S. of Woolshed Dr, Mount Dutton Bay",High
5130076,Mount Dutton Bay Woolshed,"Woolshed Dr, Mount Dutton Bay",Medium
5130077,Edillilie,"Tod Hwy, Edillilie",Medium
5130078,Mount Hope,"Flinders Hwy, Mount Hope",Low
5130079,Coulta,"Flinders Hwy, Coulta",Medium
5130080,Wangary,"S. of Farm Beach Rd, W. of Myers, N. of McFayden St and E. of Warner St, Wangary",High
5130081,Farm Beach,"N. of Farm Beach Rd, Farm Beach",Low
5130083,Little Douglas,"Hull Rd, Horse Peninsula",Medium
5130084,Kellidie Bay,"Peninsula Dr, Kellidie Bay",Medium
5130085,Louth Bay,"The Haven Dr and Central St, Louth Bay",Low
5130086,Poonindie,"Lincoln Hwy, Poonindie",Medium
5130087,Point Boston,"Sullivan Drive, Point Boston",Low
5130088,Tulka,"Sheoak Rd, Tulka",Extreme
5130089,Tulka North,"Investigator Rd, Tulka North",Extreme
5130090,Wangary,"S. of Morgan Ln, W. of Flinders Hwy and N. of Farm Beach Rd, Wangary",Medium
5130091,Wangary,"S. of Weashir St, N. of Katies Lane, E. of Myers St and E. and W. of Minnribbie Rd, Wangary",Medium
5130092,Wangary,"High St, Wangary",Medium
5130093,Port Lincoln,"S. of Lyle Dr, N. of Old West Rd and E. of Western Appoach Rd, Port Lincoln",Medium
5130094,Port Lincoln,"N. and S. of Stamford Dr and E. and W. of Kathai Dr, Port Lincoln",Very High
5130095,Kapinnie,"Cnr Lawerence Rd and & Watkins Rd, Kapinnie",Medium
5130096,Cummins,"E. of  Solly Tce down to Siviour St, Cummins",Medium
5130097,Coulta,"N. of Coulta township and W. of Flinders Hwy, Coulta",Medium
5130098,Coulta,"Between Flinders Hwy, Eucalyptus Dr and Redgum Rd, Coulta",Extreme
5130099,Port Lincoln Caravan Park,"Lincoln Hwy, North Shields",High
5130100,Port Lincoln Prison,"230 Pound Lane, Duck Ponds",Low
5130101,Riding for the Disabled,"426 Proper Bay Rd, Duck Ponds",Medium
5130102,Mount Dutton Bay,"Dolphin Rise and Starfish Ln, Mount Dutton Bay",High
5130103,Farm Beach Caravan Park,"S. of Farm Beach Rd and N. of Hull Rd, Farm Beach",Low
5130104,North Shields,North Shields,Medium
5130105,Coffin Bay Hotel,"Cnr Shepperd Ave and Jubilee Dr, Coffin Bay",Low
5130106,Port Lincoln,"S. of Greenpatch Rd, W. of Wine Shanty Rd, S. of Flinders Hwy and E. of Western Approach Rd, Hawson",Low
5130107,Port Lincoln,"S. of Haigh Dr, W. of Lincoln Hwy, N. of Boundary Rd and W. of Ford Av, Boston",Medium
5130108,Port Lincoln,"S. of Richardson Rd, W. of Wakelin Rd, NW. of Winter Hill Dr and NE. of Flinders Hwy, Hawson",Medium
5130109,Yeelanna,"Yeelanna Rd, Yelanna",Medium
5130110,Port Linclon,"W. of Ford Av, N. of Richardson Rd and Hidded Valley Ln and E. of Chapman Rd, Hawson",Medium
5130111,Port Lincoln,"W. face of Winter Hill, Hawson",High
5130112,White Flat,"Whiet Flat Rd, White Flat",High
5130113,Akenta Aboriginal Settlement,"248 White Flat Rd, Poonindie",Extreme
5130114,Cummins Area School - Ag Block,"Cnr Firth Ave and McFarlane St, Cummins",Medium
1930033,Arandale/Proper Bay,"SW. of Blue Fin Rd and NW of Proper Bay Rd, Port Lincoln",Very High
1930045,Port Linclon,"S. of New West Rd and Grantala Rd, W. of Woolga St and N. of Western Approach Rd, Port Lincoln (includes Explorer and Nootina Rds)",Medium
1930046,Port Lincoln,"S. of Robertson Rd, W. Springfield Dr and Rodda Ave, N. of New West Rd and E. of Kurara Rd, Port Lincoln",Medium
1930040,"Danny Reserve, Port Lincoln","S. of New West Rd, W. of Baillie Dr and N. of Sleaford Tce, Port Lincoln",Medium
1930041,Older Housing Trust Housing,"Cnr Grantala Rd and Tennant St, Port Lincoln",Very High
1930042,Port Lincoln,"S. of Grantala Rd and N. of Barley Rd and E. of Woolga St, Port Lincoln",Medium
1930061,Port Linclon,"S. of Old West Rd, N. of New West Rd and E. of Western Approach Rd, Port Lincoln (includes Grantala and Explorer Rds)",Medium
1930043,Port Lincoln,"S. of Flinders Hwy, E. of Averis Rd and W. of Reevesby Crt, Port Lincoln",Very High
1930044,Port Lincoln,"S.of Flinders Hwy, W. of Hill Top Dr, N. of Robertson Rd and E. of Reevesby Crt, Port Lincoln",Low
1930047,Port Lincoln,"N. and S. sides of Happy Valley Rd and N. of Flinders Hwy, Port Lincoln",High
1930048,Brenton Reserve,"S. side of Breton Pl, Port Lincoln",Low
1930049,Port Lincoln,"S. of Valley View Rd, W. of Lincoln Hwy and Angas St and N. of Bernard Pl and English St, Port Lincoln",Very High
1930050,Port Lincoln,"Rustlers Gully - Between Milton Ave and Bay View Rd, Port Lincoln",Medium
1930051,Port Lincoln,"Cnr or Walter St and Sarah Cres, Port Lincoln",Medium
1930052,Port Lincoln,"N. of Milton Avenue, Port Lincoln",Extreme
1930053,Marina South,"Romas Way and Cove View Dr, Port Lincoln",Medium
1930054,Marina East,"E of Marina on N side of St Andrews Dr, Pt Lincoln",High
1930055,Marina North,"SW. of Ravendale Rd and Wingard Tce and S. of St Andrews Tce, Port Lincoln",Low
1930056,Port Lincoln,"N. of Lipson Pl and Adelphi Tce and S. of Harvey and Torrens St, Port Lincoln",Low
1930057,Port Lincoln Tourist Park,"11 Hindmarsh St, Port Lincoln",Very High
1930060,Port Lincoln,"W. of Bentham Pl and Hindmash St, Port Lincoln",Low
1930058,Port Lincoln,"S. of Boundary Rd and W. of Lincoln Hwy, Port Lincoln",Medium
5930010,Port Neill,"SW. Carrow Tce, Port Neill",Low
5930011,Port Neill,"S. Port Neill Access Rd and E. North Coast Rd, Port Neill",Low
5930013,Ungarra Township,Ungarra,Low
5930014,Lipson,"Bratten Rd, Lipson",Medium
5930015,Lipson Cove Camping Ground,"Lipson Cove Rd, Lipson Cove",Low
5930016,Tumby Bay Homes Village,"Elanora Ave, Tumby Bay",Low
5930017,Tumby Bay,"N. Pfitzer St, between Carr St, and Elanora Ave, Tumby Bay",Low
5930018,Tumby Bay,"E. West Tce and Carr St, and N. of Octoman St, Tumby Bay",Low
5930019,Tumby Bay Villas,"Cnr North Trezise St and Lipson Rd, Tumby Bay",Low
5930020,Trinity Haven Lutheran Camp,"Trinity Haven Rd, Cape Euler",Low
5930021,RedCliffs Church of Christ Camp,"Trinity Haven Rd, Red Cliffs",Low
5930022,Thuruna Uniting Church Camp,"Thuruna Rd, Red Point",Low
5930023,Recreational Area,"Cnr of Lipson Rd and Golf Course Rd, Tumby Bay",Low
5130115,Cummins,"S. of Warrow Rd, Tumby Bay Rd, and W. of Tod Hwy, Cummins",Medium
5130116,Cummins,"E. of Hinton St and W. of Tod Hwy, Cummins",Extreme
5130117,Coffin Bay,"E. of Giles Rd, W. of Limestone Ln and N. of Grimm Rd, Coffin Bay",Extreme
3230018,Frances,"E. of Railway Tce, W. of East Tce and N. and S. of High St, Frances",Medium
3230019,Kybybolite,Kybybolite,High
3230020,Hynam,Hynam,Extreme
3230021,Wrattonbully Drug and Rehab Centre,Stotts Ln. Wrattonbully,Extreme
3230022,Lucindale,Watson Ave. Lucindale,Extreme
3230023,Lucindale,"S. of Park Dr and both sides of Gum Aveb, Lucindale",Medium
3230024,Lucindale,"Banksia St, Lucindale",Low
3230025,Lucindale,"S. of Railway Tc, E. Rowland Club Rd, N. Loechel Rd, Lucindale",Very High
3230026,Rural Living N. of Naracoorte,"Gunning Rd, North of Naracoorte",Extreme
3230027,Rural Living N. of Naracoorte,"S. of Hampton & Valley View Rds, & N. of Repeater Station Rd, Naracoorte",Extreme
3230028,"Northern section of Stewart Tce, Naracoorte","S. of Vanstone Rd & W. of Riddoch Hwy, Naracoorte",Medium
3230029,"Southern section Stewart Tce, Naracoorte","W. Stewart Tc and N. Kingston Ave, Naracoorte",Medium
3230030,"Kingston Ave, Naracoorte","Kingston & McBain Aves, Naracoorte",Extreme
3230031,"Western Gordon St, Naracoorte","W. of Gordon St & approx. 900m E.N.E. of Airport, Naracoorte",Medium
3230033,"Cedar Ave, Naracoorte","W. of Cedar Ave, & approx. 500m of Riddoch Hwy, Naracoorte",Medium
3230034,Naracoorte,"S. of Schinckel Rd, & E. of Riddoch Hwy, Naracoorte",Medium
3230035,"Memorial Dr extension, Naracoorte","E. of Memorial Dr, Naracoorte",Medium
3230036,DEWNR and ETSA,"E. of Cedar Av, & N. of Schinckel Rd, Naracoorte",Low
3230037,Naracoorte Home for the Aged -Longridge (Retirement Village),"S. of Pavy Dr, N. of Atwill St, E. of Cedar Ave, & W. of Memorial Dr, Naracoorte",Medium
3230038,Naracoorte,"E. of Memorial Dr, N. of Atwill St, & approx. 100m. W. of Caves Rd, Naracoorte",Low
3230039,Naracoorte,"S. of Smith St, E. of Jenkins Tc, & Caves Rd, Naracoorte",Low
3230040,Naracoorte,"NW. of Pinkerton Rd, & approx. 150m S. of Wimmera Hwy, Naracoorte",Medium
3230041,Naracoorte Caravan Park,"N. of Park Tc, & approx 170m. W of Park Tce, Naracoorte",Low
3230042,Naracoorte,"N. of Park Tc, E. of Cadgee Rd, & N. to Premier Dr, Naracoorte",Medium
3230043,"Carthys Rd, Naracoorte","N.E. of Carthys Rd, & approx S.W. of Mantons Ln",High
3830011,Mundulla,"E. of Paviers Rd, S. of Dave Smith Ln, W. of Grevesyde & Ducks Ln, Mundulla",Low
3830012,Mundulla,Mundulla,Medium
3830013,Mundulla,"N. of Dave Smith Ln, S. of Curlew Ln, Naracoorte",Medium
3830015,Padthaway East,Padthaway East,Very High
3830016,Padthaway,Padthaway,Low
3830033,Carinya,"Carinya Cr, Keith",Medium
3830019,Keith,"N. of Naracoorte Rd, & E. of Riddoch Hwy, Keith",High
3830020,Keith,"N. of Stirling Rd, & W. of Wynarling Rd, Keith",Low
3830021,Keith,"N.W. of South East Tc, & N.E. of Railway Tc, Keith",Medium
3830022,Keith,"Emu Flat Rd, Keith",Medium
3830023,Emu Rise Keith,"Emu Rise Rd, Keith",Medium
3830034,Wirraga Siding,"N. of Dukes Hwy, & S. of Anderson Rd, Wirrega",Medium
3830024,Wolseley,"Railway Tce, Wolseley",High
5130068,Coffin Bay,"S. of Esplande, Coffin Bay",Low
5130118,Coffin Bay,"S. of Greenly Ave, E. of Gulf St and between N. ends of Morgan Rd and Espanade, Coffin Bay",Low
5130066,Coffin Bay,"W. of Giles Rd Capturing Holly Rise and Sarah Crt, Coffin Bay",Medium
5130071,Coffin Bay,"Osprey Ct and Sandpiper Ct, Coffin Bay",Very High
1930059,Port Lincoln,"N. side and W. end of Garrett Road, Port Lincoln",High
1630009,Hallmont Estate Retirement Village,"N. side of estate s. of Pinehall Ave, Mount Gambier",High
4830047,Mount Gambier,"SE. cnr of Pinhall Ave and Suttontown Rd, Mount Gambier",Medium
1630011,Kalganyi Holiday park,"SE. cnr Penola Rd and Bishop Rd, Mount Gambier",Medium
1630025,Mount Gambier,"Between Kennedy Ave and Attamurra Golf Course, Mount Gambier",High
1630026,Mount Gambier,"NW. and NE of the cnr of Wireless Rd and Kennedy Ave, Mount Gambier",Medium
1630027,Mount Gambier,"S. of Attamurra Golf Course and N. of Fairway Crt and Eldridge Dr, Mount Gambier",Low
1630028,Mount Gambier,"Cnr Sycamore Rd and Hawkins Rd, Mount Gambier",Low
1630016,Mount Gambier,"Cnr of White Ave and Tenison Drv, Mount Gambier",Low
2530008,"Main South Eastern Rd, Robe","Main South Eastern Rd, Robe",High
2530014,Robe,"Wollundry Rd, Robe",Very High
2530010,Robe,"Lakeside Tce, Robe",Low
2530011,Evans Cave,"Evans Cave, Robe",Medium
2530012,Boatswain Point,Boatswain Point,Low
2530013,Nora Creina,Nora Creina,Medium
1930034,Port Lincoln,"S.of Robertson Rd, W. of Kurara Rd and N. of Grantala and New West Rds, Port Lincoln",Medium
5930024,Port Neill,"Mottled Cove Rd, Port Neill",Medium
6730008,Beachport Southern Ocean Tourist Park,Beachport,Very High
6730009,Southend Caravan Park,"2 Eyre St, Southend",High
6730011,Southend Bush Camping Area,"End of Baker St, Southend",Extreme
6730025,Tandarra Lodge,"Portland St, Penola",Low
2830030,N. Kingston SE,"Toop North Rd and Ocean Rd, Kingston",Low
2830005,North of Kingston,"Princes Hwy, North of Kingston",Medium
2830004,N. Kingston SE,"Ocean Rd N. of Long Beacj Rd, Kingston",High
2830006,"Toop Rd, Kingston","Toop Rd, Kingston",Low
2830009,Kingston SE Tourist Precinct,"Princes Hwy, Kingston SE",Low
2830012,Residential,"Between Smith Ln and Southern Ports Hwy, Kingston SE",Low
2830013,"Marine Parade and Bellevue Dr, Kingston","Marine Parade and Bellevue Dr, Kingston",High
2830014,Cape Jaffa,"King Drive, Cape Jaffa",Low
2830016,Reedy Creek,Reedy Creek,Low
6730026,Rural Blocks NW Millicnet,"Rendelsham, Millicent",Medium
6730028,North Millicent,Millicent,Low
6730029,"Mount Burr Rd, East Millicent","Mount Burr Rd, East Millicent",Low
6730030,"Commercial Ave, Millicent","Commercial Ave, Millicent",Low
6730031,SW Millicent,"Brennan St, Millicent",Low
6730058,Southern Millicent,"Grosser St, Millicent",Medium
6730033,South Millicent,"West Grosser St, Millicent",Low
6730034,"Enderby Lane, Millicent","Enderby Lane, Millicent",Low
6730035,Mt Burr Township,"Thomas Drive, Mt Burr",Very High
6730036,Rocky Camp,"Thomas Rd,  Rocky Camp (East of Millicent)",Medium
6730038,"Osborne St, Southend","Osborne St, Southend",Medium
6730039,"Eliza St, Southend","Eliza St, Southend",Medium
6730059,"Bridges Dr, Southend","Bridges Dr, Southend",Medium
6730040,Kalangadoo,Kalangadoo,High
6730041,Nangwarry,Nangwarry,Very High
6730042,SE Penola,"South Tce, Penola",Low
6730044,Tantanoola,Tantanoola,Medium
6730062,Rendelsham,North Rendelsham,Low
6730049,Glencoe West,Glencoe,Medium
6730051,Rendelsham,South Rendelsham,Low
6730052,Beachport,"S. end of Beachport, W. of Foster and Beach Rd, Beachport",Low
6730060,"Varcoe St, Beachport","Varcoe St, Beachport",Low
6730071,Beachport,"South West Tce, Beachport",Medium
6730054,Beachport,"N. Mabel St, Beachport",Very High
6730055,Muggleton,"Admella Drvive, Beachport",Low
6730056,Hatherleigh,Hatherleigh (North),High
6730057,Hatherleigh,S. end Hatherleigh,Low
4830054,"Saunders Rd, Blackfellows Caves","Saunders Rd, Blackfellows Caves",Medium
4830055,Nene Valley,Nene Valley,Medium
4830057,"Cleves Rd, North of Donovans","Cleves Rd, North of Donovans",Extreme
5130132,North Shields,North Shields,High
5130133,Coffin Bay,"Between Greenly Ave, Esplanade, Jubilee Dr and Douglas St and S. of the Cnr of Shepperd Ave and Jubilee Dr, Coffin Bay",Extreme
4830005,McEncroe Rd,Tarpena,Medium
4830006,Arthur St,Tarpena,Low
4830008,Fairytale Pk,Tarpeena,Very High
4830009,Township,Tarpeena,Low
4830010,Glenelg Ave,"Glenelg Ave, Donovans",Very High
4830011,East side,Donovans,High
4830012,Riverside Shacks,Donovans,Very High
4830016,Pascoe Rd,Pt Mac East,Low
4830017,"Springs Rd, Port Macdonnell",Port Macdonnell,Low
4830018,Smith Rd,Pt Mac,Low
4830019,Cape Douglas Eastern,Cape Douglas,High
4830020,Cape Douglas,"Cape Douglas Rd, Cape Douglas",High
4830021,Nene Valley,Nene Valley,Low
4830023,Pelican Point Sth,Pelican Point,Very High
4830024,Carpenters Rocks,Carpenters Rocks,Very High
4830025,Kongorong,"Hay Tce, Kongorong",Low
4830027,Allendale East,Allendale East,Low
4830034,Compton,Compton,Medium
4830037,Cafpirco Rd,"Cafpirco, Mt Gambier",Medium
4830040,Highfield Way,Mil-lel,Low
4830041,Crane Lane,Mil-lel,Low
1730044,Aldinga,"Dover St, Aldinga",Extreme
1730045,Aldinga,"Symonds St, Aldinga",High
1730046,Aldinga,"Espanade, Aldinga",Extreme
1730002,Darlington,"Godfrey St, Darlington",Very High
1730004,Aldinga Beach,"Ningana Rd, Aldinga Beach",Extreme
1730061,Sellicks Beach,"Sellicks Beach Rd and Main Sth Rd, Sellicks Beach",Extreme
1750001,Industrial Area,"Old Mill Ct, McLaren Vale",Very High
1730007,McLaren Vale,"Semmens Rd, Railway Tce, McLaren Vale",Low
1730008,Willunga,"Prior St, NW Willunga",Very High
1730036,Willunga,"Giles Rd, SW Willunga",Medium
1730042,Aberfoyle Park,"Scenic Cres, Aberfoyle Park",Extreme
1730013,Aldinga,"Teal Close, Aldinga",High
1730033,Aldinga,"Port Rd, Yacca Way, Aldinga",Very High
1730015,Aldinga,"Kirra Ct, Aldinga",Extreme
1730038,Aldinga,"Martin St, Aldinga (North)",Very High
1730020,Coromandel Valley,"The Walk, Coromandel Valley",Very High
4830046,Ewens Ponds CP,"Peacocks Rd, Eight Mile Creek",High
4830060,Mount Schank,"Post Office Rd, Mount Schank",Very High
1730083,Flagstaff Hill,"Glenalvon Dr, Flagstaff Hill",Medium
1730078,Flagstaff Hill,"Black Rd, Flagstaff Hill",Very High
3230045,Black Cockatoo Bushcamp,"Chapples Rd/Hazels Rd, Wild dog valley",Very High
2830028,South Kingston,"Cooke St, Kingston",Low
2530015,South Robe,"Thompson Rd, Robe",High
2530016,Greenways,"Konetta-Naracoorte Rd, Greenways",High
4850068,Southern Tree breeders seed nursery,"Kilsby Rd, Moorak",Very High
1650018,Green Triangle Forest Nursery,Mt Gambier Jubilee Highway,Extreme
4850069,Timberland,Dohle Rd Yahl,Very High
4850070,141 Plantations Seed Stock Nursery,Caveton Rd Caveton,Very High
1530002,"Hillside Rd, Springfield",Springfield,Low
1530012,"Brighton Pde, Blackwood SW",Blackwood SW,Extreme
1530025,"Mt Barker Rd, Leawood Gardens",Leawood Gardens,Extreme
1530017,"Eve Rd, Bellevue Heights",Bellevue Heights,Very High
1530021,"Highfield Dr, Craigburn Farm",Craigburn Farm,High
1530016,"Protea Ave, Craigburn Farm",Craigburn Farm,Very High
1530027,"Ashmore Rd, Bellevue Heights",Bellevue Heights,Extreme
1530036,"Shaftsbury St, Eden Hills",Eden Hills,Extreme
1530030,"Willunga St, Eden Hills",Eden Hills,Extreme
1530040,"Mira Monte Estate, Princes Highway, Urrbrae",Urrbrae,Very High
1530034,"Birksgate Dr, Urrbrae",Urrbrae,Very High
1530008,"Earls Ct, Craigburn Farm",Craigburn Farm,Very High
1530028,"Coromandel Pde, Coromandel Valley",Coromandel Valley,Low
2130024,"Hope Valley Reservoir, Lyons Rd, Hope Valley",Hope Valley,Very High
2130021,"Horse Precinct, Yatala Vale Rd, Yatala Vale",Yatala Vale,Very High
2150009,"Horse Agistment, Crouch Rd East, Golden Grove",Golden Grove,Very High
2150010,"Horse Agistment, One Tree Hill Rd, Golden Grove",Golden Grove,Very High
2130039,"Millbrook Reserve, Reuben Richardson Rd, Greenwith",Greenwith,Very High
2050017,"Industrial/Market Gardens, Edinburgh Rd, NW Salisbury",NW Salisbury,Very High
1530043,"Euro Ave, Eden Hills",Eden Hills,Extreme
1530044,"Ellis Ave, Eden Hills",Eden Hills,Extreme
1730097,Willunga South,"Quarry Rd, Willunga South",Extreme
1730103,Moana,"Maidencombe Dr, Moana",Very High
1730108,Woodcroft,"Middlebrook Ct, Woodcroft",Extreme
1730113,Woodcroft,"Galton Ct, Woodcroft",Extreme
1730114,Forest Place Retirement Village,"Glenloth Dr/Chandlers Hill Rd, Happy Valley",Extreme
1730116,"Forest Place Retirement Village, Chandlers Hill Rd/Education Rd, Happy Valley","Chandlers Hill Rd, Happy Valley",Extreme
1730120,Happy Valley,"McHarg Rd, Vaucluse Dr, Happy Valley",Extreme
2730001,"Bundarra Dr & Nimboya Rd, Marino",Marino,Very High
2730002,"Bundarra Rd & Trumara Rd, Marino",Marino,Very High
2730003,"Spinks Rd, Marino (to back of golf course)",Marino,Very High
